FID,REPORTDATE,BLOCKADD,OFFENSE
16585,2013-05-29 00:00:00,700 Block 19th St,Burglary
16586,2013-05-30 00:00:00,2300 Block Arapahoe Ave,Theft From Vehicle
16587,2013-05-30 00:00:00,2900 Block Broadway,Burglary
16588,2013-05-30 00:00:00,4100 Block Monroe Dr,Theft From Vehicle
16589,2013-05-22 00:00:00,1100 Block Pearl St,Trespassing
16590,2013-05-30 00:00:00,200 Block 32nd St,Theft From Vehicle
16591,2013-06-02 00:00:00,1500 Block Knox Dr,Vandalism
16592,2013-06-01 00:00:00,1900 Block Arapahoe Ave,Vandalism
16593,2013-05-31 00:00:00,1900 Block Pearl St,Burglary
16594,2013-06-02 00:00:00,800 Block Sycamore Ave,Theft From Vehicle
16595,2013-06-02 00:00:00,2700 Block Pearl St,Vandalism
16596,2013-06-01 00:00:00,1000 Block Pearl St,Burglary
16597,2013-06-01 00:00:00,2300 Block Canyon Blvd,Robbery
16598,2013-06-01 00:00:00,2000 Block Goss St,Theft From Vehicle
16599,2013-06-02 00:00:00,200 Block Iroquois Dr,Burglary
16600,2013-05-31 00:00:00,1100 Block Pearl St,Vandalism
16601,2013-05-31 00:00:00,00 Block S Boulder Cir,Theft From Vehicle
16602,2013-06-02 00:00:00,2500 Block Broadway,Burglary
16603,2013-06-01 00:00:00,1400 Block Canyon Blvd,Vandalism
16604,2013-06-02 00:00:00,1500 Block 11th St,Sex Assault
16605,2013-06-01 00:00:00,Wintercress Ct & Yaupon Ave,Vandalism
16606,2013-06-05 00:00:00,1500 Block Hawthorn Ave,Vandalism
16607,2013-06-04 00:00:00,9th St & Canyon Blvd,Assault
16608,2013-06-03 00:00:00,55th St & Pearl Py,Vandalism
16609,2013-06-03 00:00:00,Hazelwood Ct & Kalmia Ave,Vandalism
16610,2013-06-03 00:00:00,Comanche Dr & Inca Pkwy,Assault
16611,2013-05-26 00:00:00,13th St & Walnut St,Motorcycle Theft
16612,2013-05-25 00:00:00,16th St & Cascade Ave,Vandalism
16613,2013-05-20 00:00:00,Kennedy Ct & Merritt Dr,Vandalism
16614,2017-08-09 00:00:00,1300 Block Pearl St,Trespassing
16615,2013-05-14 00:00:00,Gunpark Dr & Lookout Rd,Theft From Vehicle
16616,2013-05-13 00:00:00,14th St & College Ave,Theft From Vehicle
16617,2013-05-12 00:00:00,2700 Block Iris Ave,Incident
16618,2013-05-11 00:00:00,27th Wy & Baseline Rd,Assault
16619,2013-05-11 00:00:00,12th St & College Ave,Assault
16620,2013-05-11 00:00:00,1200 Block East Ridge Ave,Burglary
16621,2013-10-11 00:00:00,3400 Block Colorado Ave,Burglary
16622,2013-10-11 00:00:00,13th St & Arapahoe Ave,Trespassing
16623,2013-10-11 00:00:00,9th St & Pleasant St,Vandalism
16624,2013-10-13 00:00:00,5500 Block North Fork Ct,Theft From Vehicle
16625,2013-10-11 00:00:00,Broadway & University Ave,Assault
16626,2013-10-11 00:00:00,1900 Block 29th St,Trespassing
16627,2013-10-12 00:00:00,2400 Block Arapahoe Ave,Trespassing
16628,2013-10-17 00:00:00,3300 Block 28th St,Vandalism
16629,2013-10-16 00:00:00,2500 Block Woodstock Pl,Vandalism
16630,2013-10-17 00:00:00,900 Block 28th St,Sex Assault
16631,2013-10-22 00:00:00,3600 Block Table Mesa Dr,Sex Assault
16632,2017-11-28 00:00:00,1700 Block 38th St,Theft Of Car Parts
16633,2013-10-22 00:00:00,2000 Block Broadway,Trespassing
16634,2013-10-23 00:00:00,1100 Block Balsam Ave,Trespassing
16635,2013-10-22 00:00:00,1200 Block Canyon Blvd,Vandalism
16636,2013-10-22 00:00:00,1300 Block Iris Ave,Theft From Vehicle
16637,2013-09-27 00:00:00,4600 Block Baseline Rd,Incident
16638,2013-10-24 00:00:00,400 Block Laramie Blvd,Burglary
16639,2013-10-24 00:00:00,4500 Block 19th St,Incident
16640,2013-10-14 00:00:00,2600 Block Sherwood Cir,Sex Assault
16641,2013-10-14 00:00:00,4000 Block Martin Dr,Burglary
16642,2013-10-13 00:00:00,6200 Block Habitat Dr,Theft From Vehicle
16643,2017-09-08 00:00:00,600 Block S 40th St,Vandalism
16644,2013-10-14 00:00:00,2600 Block Iris Hollow Pl,Incident
16645,2013-10-15 00:00:00,2600 Block 28th St,Vandalism
16646,2013-10-17 00:00:00,3300 Block 28th St,Trespassing
16647,2013-10-17 00:00:00,1800 Block 29th St,Trespassing
16648,2013-10-17 00:00:00,2500 Block Arapahoe Ave,Trespassing
16649,2013-10-17 00:00:00,1800 Block 28th St,Trespassing
16650,2013-10-17 00:00:00,900 Block 16th St,Vandalism
16651,2013-10-17 00:00:00,900 Block Walnut St,Vandalism
16652,2013-10-17 00:00:00,2200 Block Norwood Ave,Incident
16653,2013-10-18 00:00:00,2900 Block Bixby Ave,Vandalism
16654,2013-10-18 00:00:00,800 Block University Ave,Auto Theft
16655,2013-10-18 00:00:00,3200 Block 28th St,Auto Theft
16656,2013-10-18 00:00:00,2900 Block Bixby Ave,Vandalism
16657,2013-10-18 00:00:00,2000 Block Canyon Bv,Incident
16658,2013-10-18 00:00:00,3000 Block Broadway,Vandalism
16659,2013-10-19 00:00:00,3100 Block Airport Rd,Vandalism
16660,2013-10-18 00:00:00,500 Block Pearl St,Theft From Vehicle
16661,2013-10-20 00:00:00,2900 Block Pearl St,Incident
16662,2013-10-19 00:00:00,12th St & Euclid Ave,Vandalism
16663,2013-10-20 00:00:00,1900 Block Canyon Blvd,Trespassing
16664,2013-10-18 00:00:00,1100 Block 12th St,Burglary
16665,2013-10-19 00:00:00,700 Block Marine St,Burglary
16666,2013-10-19 00:00:00,900 Block 14th St,Trespassing
16667,2013-10-19 00:00:00,1700 Block 28th St,Robbery
16668,2013-10-17 00:00:00,900 Block 28th St,Sex Assault
16669,2013-10-15 00:00:00,200 Block Pearl St,Trespassing
16670,2013-10-15 00:00:00,2600 Block Broadway,Vandalism
16671,2013-10-11 00:00:00,1600 Block Arapahoe Ave,Trespassing
16672,2013-10-16 00:00:00,Crime occurred at an unknown location,Incident
16673,2013-10-16 00:00:00,1500 Block 20th St,Burglary
16674,2013-10-16 00:00:00,1500 Block Broadway,Vandalism
16675,2013-10-16 00:00:00,1600 Block 29th St,Incident
16676,2018-04-07 00:00:00,4700 Block Arapahoe Ave,Assault
16677,2013-10-23 00:00:00,1800 Block Marine St,Trespassing
16678,2013-10-22 00:00:00,1100 Block 13th St,Assault
16679,2013-10-23 00:00:00,2500 Block Arapahoe Ave,Vandalism
16680,2013-10-27 00:00:00,1100 Block Monroe Dr,Theft From Vehicle
16681,2013-10-25 00:00:00,900 Block Pleasant St,Burglary
16682,2013-10-26 00:00:00,3000 Block Valmont Rd,Sex Assault
16683,2013-10-26 00:00:00,2800 Block Kalmia Ave,Auto Theft
16684,2013-10-27 00:00:00,1100 Block Monroe Dr,Theft From Vehicle
16685,2013-10-26 00:00:00,6th St & Euclid Ave,Trespassing
16686,2014-03-07 00:00:00,1100 Block Pearl St,Trespassing
16687,2014-03-07 00:00:00,9th St & Canyon Blvd,Assault
16688,2014-03-08 00:00:00,800 Block 15th St,Trespassing
16689,2014-03-08 00:00:00,700 Block 32nd St,Burglary
16690,2014-03-08 00:00:00,1300 Block Baseline Rd,Burglary
16691,2014-03-08 00:00:00,4500 Block 19th St,Vandalism
16692,2014-03-07 00:00:00,1000 Block Adams Cir,Vandalism
16693,2014-03-07 00:00:00,3300 Block Hickok Pl,Incident
16694,2014-03-07 00:00:00,2400 Block Arapahoe Ave,Sex Assault
16695,2014-03-08 00:00:00,3100 Block Airport Rd,Vandalism
16696,2014-03-09 00:00:00,700 Block 15th St,Burglary
16697,2014-03-11 00:00:00,2100 Block 14th St,Burglary
16698,2014-03-11 00:00:00,6300 Block Diagonal Hwy,Vandalism
16699,2014-03-11 00:00:00,900 Block 10th St,Theft From Vehicle
16700,2014-03-11 00:00:00,900 Block Kalmia Ave,Vandalism
16701,2014-03-10 00:00:00,3100 Block Redstone Rd,Burglary
16702,2014-03-11 00:00:00,800 Block 34th St,Incident
16703,2014-03-11 00:00:00,3100 Block Pearl Pkwy,Vandalism
16704,2014-03-13 00:00:00,S 36th St & Eastman Ave,Incident
16705,2014-03-13 00:00:00,2600 Block 28th St,Vandalism
16706,2014-03-13 00:00:00,13th St & Mapleton Ave,Assault
16707,2014-03-14 00:00:00,1900 Block 15th St,Incident
16708,2014-03-13 00:00:00,3400 Block Madison Ave,Incident
16709,2014-03-13 00:00:00,2900 Block 14th St,Vandalism
16710,2014-03-14 00:00:00,1100 Block Walnut St,Vandalism
16711,2014-03-13 00:00:00,2900 Block Baseline Rd,Auto Theft
16712,2014-03-13 00:00:00,Arapahoe Ave & Foothills Pkwy,Indecent Exposure
16713,2014-03-15 00:00:00,900 Block 10th St,Theft From Vehicle
16714,2014-03-17 00:00:00,1500 Block Euclid Ave,Vandalism
16715,2014-03-16 00:00:00,900 Block S 46th St,Assault
16716,2014-03-12 00:00:00,3000 Block Valmont Rd,Vandalism
16717,2014-03-12 00:00:00,1900 Block 11th St,Trespassing
16718,2014-03-19 00:00:00,900 Block Lawry Ln,Incident
16719,2014-03-19 00:00:00,10th St & Spruce St,Vandalism
16720,2014-03-19 00:00:00,2800 Block E College Ave,Burglary
16721,2014-03-19 00:00:00,700 Block 28th St,Incident
16722,2014-03-19 00:00:00,4700 Block Pearl Pkwy,Auto Theft
16723,2014-03-20 00:00:00,2300 Block Broadway,Vandalism
16724,2014-03-20 00:00:00,2300 Block Broadway,Vandalism
16725,2014-03-15 00:00:00,2400 Block Baseline Rd,Vandalism
16726,2014-03-20 00:00:00,3100 Block 17th St,Indecent Exposure
16727,2014-03-20 00:00:00,4500 Block 19th St,Assault
16728,2014-03-10 00:00:00,4500 Block Navajo Pl,Theft From Vehicle
16729,2014-03-14 00:00:00,700 Block 28th St,Burglary
16730,2014-03-15 00:00:00,700 Block Grant Pl,Burglary
16731,2014-03-15 00:00:00,1300 Block Broadway,Theft From Vehicle
16732,2014-03-14 00:00:00,2000 Block Alpine Dr,Burglary
16733,2014-03-14 00:00:00,1100 Block 13th St,Trespassing
16734,2014-03-14 00:00:00,1700 Block Aurora Ave,Burglary
16735,2014-03-14 00:00:00,1600 Block 30th St,Indecent Exposure
16736,2014-03-14 00:00:00,1700 Block 29th St,Trespassing
16737,2014-03-14 00:00:00,2100 Block 13th St,Trespassing
16738,2014-03-15 00:00:00,1600 Block Broadway,Trespassing
16739,2014-03-14 00:00:00,1000 Block 9th St,Vandalism
16740,2014-03-15 00:00:00,1500 Block Eisenhower Dr,Burglary
16741,2014-03-14 00:00:00,2800 Block 29th St,Trespassing
16742,2014-03-14 00:00:00,11th St & Arapahoe Ave,Assault
16743,2014-03-15 00:00:00,800 Block 6th St,Theft From Vehicle
16744,2014-03-16 00:00:00,1400 Block Walnut St,Trespassing
16745,2014-03-18 00:00:00,2900 Block Walnut St,Vandalism
16746,2014-03-18 00:00:00,1800 Block 15th St,Assault
16747,2014-03-17 00:00:00,1100 Block 9th St,Vandalism
16748,2014-03-16 00:00:00,4400 Block Hamilton Ct,Vandalism
16749,2014-03-17 00:00:00,2500 Block Pine St,Vandalism
16750,2014-03-17 00:00:00,Crime occurred at an unknown location,Incident
16751,2014-07-25 00:00:00,3300 Block 28th St,Auto Theft
16752,2014-07-25 00:00:00,5300 Block Pearl Pkwy,Theft From Vehicle
16753,2014-07-26 00:00:00,1800 Block 16th St,Trespassing
16754,2014-07-26 00:00:00,600 Block Canyon Blvd,Trespassing
16755,2014-07-27 00:00:00,22nd St & Walnut St,Vandalism
16756,2014-07-25 00:00:00,2200 Block 4th St,Burglary
16757,2014-07-26 00:00:00,700 Block 29th St,Vandalism
16758,2014-07-25 00:00:00,2800 Block E College Ave,Trespassing
16759,2014-07-26 00:00:00,1900 Block Broadway,Assault
16760,2014-07-25 00:00:00,900 Block Canyon Blvd,Trespassing
16761,2014-07-27 00:00:00,800 Block 18th St,Vandalism
16762,2014-07-25 00:00:00,1600 Block Arapahoe Ave,Trespassing
16763,2014-07-27 00:00:00,300 Block 16th St,Incident
16764,2014-07-26 00:00:00,1800 Block 33rd St,Incident
16765,2014-07-26 00:00:00,13th St & Pine St,Vandalism
16766,2014-07-26 00:00:00,1700 Block 15th St,Trespassing
16767,2014-07-25 00:00:00,1000 Block Marine St,Trespassing
16768,2014-07-29 00:00:00,5500 Block Arapahoe Ave,Incident
16769,2014-07-29 00:00:00,5000 Block Valmont Rd,Burglary
16770,2014-07-29 00:00:00,800 Block Marine St,Burglary
16771,2014-07-29 00:00:00,1100 Block 11th St,Burglary
16772,2014-07-29 00:00:00,1900 Block 28th St,Trespassing
16773,2014-08-02 00:00:00,2800 Block E Aurora Ave,Trespassing
16774,2014-08-03 00:00:00,700 Block 32nd St,Trespassing
16775,2014-08-04 00:00:00,900 Block Grandview Ave,Burglary
16776,2014-08-04 00:00:00,2900 Block Baseline Rd,Burglary
16777,2014-08-04 00:00:00,2200 Block 14th St,Burglary
16778,2014-08-04 00:00:00,2400 Block Canyon Bv,Incident
16779,2014-08-01 00:00:00,1000 Block 12th St,Burglary
16780,2014-08-11 00:00:00,9th St & Marine St,Assault
16781,2014-08-11 00:00:00,4800 Block Pearl Pkwy,Burglary
16782,2014-08-10 00:00:00,Broadway & Grandview Ave,Robbery
16783,2014-08-21 00:00:00,1900 Block 55th St,Burglary
16784,2014-08-21 00:00:00,10th St & Pearl St,Theft From Vehicle
16785,2014-08-21 00:00:00,1400 Block Walnut St,Trespassing
16786,2014-08-21 00:00:00,900 Block Rainlilly Ln,Vandalism
16787,2014-08-21 00:00:00,1000 Block Canyon Blvd,Recovery
16788,2014-08-21 00:00:00,3300 Block Chisholm Trl,Vandalism
16789,2014-08-21 00:00:00,4600 Block Baseline Rd,Theft From Vehicle
16790,2014-08-21 00:00:00,1500 Block 30th St,Recovery
16791,2018-05-18 00:00:00,3200 Block Iron Forge Pl,Incident
16792,2014-07-30 00:00:00,800 Block Quince Ave,Burglary
16793,2014-07-30 00:00:00,Broadway & Marine St,Sex Assault
16794,2014-07-30 00:00:00,4300 Block Comanche Dr,Burglary
16795,2014-07-31 00:00:00,1600 Block Alpine Ave,Burglary
16796,2014-08-31 00:00:00,1200 Block College Ave,Burglary
16797,2014-07-26 00:00:00,2000 Block Mesa Dr,Vandalism
16798,2014-08-02 00:00:00,4600 Block Broadway,Auto Theft
16799,2014-08-01 00:00:00,1100 Block Lincoln Pl,Assault
16800,2014-08-03 00:00:00,4900 Block Meredith Way,Vandalism
16801,2014-08-01 00:00:00,2800 Block Pearl St,Trespassing
16802,2014-08-01 00:00:00,1800 Block 22nd St,Burglary
16803,2014-08-02 00:00:00,1500 Block 9th St,Burglary
16804,2014-08-02 00:00:00,3500 Block 28th St,Incident
16805,2014-08-01 00:00:00,1100 Block Grandview Ave,Theft From Vehicle
16806,2014-08-01 00:00:00,2500 Block Spruce St,Recovery
16807,2014-08-03 00:00:00,Crime occurred at an unknown location,Incident
16808,2014-08-01 00:00:00,11th St & Pennsylvania Ave,Vandalism
16809,2014-08-01 00:00:00,1000 Block College Ave,Burglary
16810,2014-08-03 00:00:00,800 Block 17th St,Burglary
16811,2014-08-02 00:00:00,1400 Block Walnut St,Trespassing
16812,2014-08-02 00:00:00,1000 Block 10th St,Burglary
16813,2014-08-02 00:00:00,1400 Block 28th St,Trespassing
16814,2014-08-02 00:00:00,1100 Block 12th St,Burglary
16815,2014-08-02 00:00:00,19th St & Redwood Ave,Assault
16816,2013-05-10 00:00:00,Lincoln Pl & Marine St,Theft From Vehicle
16817,2013-05-10 00:00:00,13th St & Arapahoe Ave,Trespassing
16818,2013-05-08 00:00:00,28th St & Colorado Ave,Vandalism
16819,2013-06-03 00:00:00,2700 Block Moorhead Ave,Burglary
16820,2013-06-03 00:00:00,3000 Block Broadway,Burglary
16821,2013-06-04 00:00:00,1400 Block Hawthorne Ave,Theft From Vehicle
16822,2013-06-06 00:00:00,1500 Block 9th St,Vandalism
16823,2013-06-06 00:00:00,1400 Block Broadway,Vandalism
16824,2013-06-06 00:00:00,900 Block Chinle Av,Burglary
16825,2013-06-06 00:00:00,1800 Block 28th St,Trespassing
16826,2013-06-06 00:00:00,6th St & Pine St,Vandalism
16827,2013-06-06 00:00:00,6th St & Pine St,Vandalism
16828,2013-06-15 00:00:00,13th St & Spruce St,Assault
16829,2013-06-17 00:00:00,1700 Block 16th St,Trespassing
16830,2013-06-21 00:00:00,Benthaven Pl & Snowmass Ct,Burglary
16831,2013-06-05 00:00:00,3100 Block Bell Dr,Robbery
16832,2013-06-04 00:00:00,1600 Block Grove St,Vandalism
16833,2013-06-07 00:00:00,4700 Block Baseline Rd,Theft From Vehicle
16834,2013-06-07 00:00:00,900 Block 16th St,Sex Assault
16835,2017-08-09 00:00:00,800 Block Canyon Bv,Trespassing
16836,2013-06-07 00:00:00,700 Block 20th St,Burglary
16837,2013-06-10 00:00:00,1700 Block 29th St,Trespassing
16838,2013-06-10 00:00:00,900 Block 28th Frontage Rd,Vandalism
16839,2013-06-04 00:00:00,Broadway & Elder Ave,Theft From Vehicle
16840,2013-05-27 00:00:00,Utica Ave & Utica Cir,Burglary
16841,2013-06-12 00:00:00,1800 Block Alpine Ave,Vandalism
16842,2013-06-07 00:00:00,1200 Block Pearl St,Trespassing
16843,2013-06-13 00:00:00,1200 Block Pearl St,Trespassing
16844,2013-06-12 00:00:00,600 Block Lashley Ln,Recovery
16845,2018-06-12 00:00:00,200 Block Arapahoe Ave,Trespassing
16846,2013-06-12 00:00:00,1000 Block Canyon Blvd,Trespassing
16847,2013-06-07 00:00:00,300 Block Evergreen Ave,Vandalism
16848,2013-06-13 00:00:00,3300 Block Bridger Trl,Vandalism
16849,2013-06-13 00:00:00,1700 Block Folsom St,Incident
16850,2013-06-13 00:00:00,4400 Block Comanche Dr,Burglary
16851,2013-06-13 00:00:00,8th St & Cherry Ave,Theft From Vehicle
16852,2013-06-14 00:00:00,700 Block 17th St,Vandalism
16853,2013-06-13 00:00:00,1400 Block Gillaspie Dr,Auto Theft
16854,2013-06-07 00:00:00,14th St & Walnut St,Assault
16855,2013-06-08 00:00:00,34th St & Hickock Pl,Theft From Vehicle
16856,2013-06-09 00:00:00,55th St & Cypress Dr,Incident
16857,2013-06-12 00:00:00,11th St & Walnut St,Vandalism
16858,2013-03-29 00:00:00,1600 Block 30th St,Trespassing
16859,2013-06-24 00:00:00,1600 Block Pine St,Burglary
16860,2013-06-14 00:00:00,1300 Block Drexel St,Auto Theft
16861,2013-06-14 00:00:00,1300 Block Drexel St,Theft From Vehicle
16862,2013-06-15 00:00:00,1000 Block N Terrace Cir,Incident
16863,2013-06-14 00:00:00,2500 Block Arapahoe Ave,Recovery
16864,2013-06-14 00:00:00,1900 Block 14th St,Trespassing
16865,2013-06-16 00:00:00,1400 Block Folsom St,Burglary
16866,2013-06-14 00:00:00,4600 Block Huey Cir,Theft From Vehicle
16867,2013-06-14 00:00:00,1500 Block Broadway,Vandalism
16868,2013-06-15 00:00:00,800 Block 29th St,Theft Of Car Parts
16869,2013-06-14 00:00:00,500 Block Manhatan Dr,Burglary
16870,2013-06-15 00:00:00,3100 Block Bluff St,Burglary
16871,2013-06-16 00:00:00,2900 Block Baseline Rd,Trespassing
16872,2013-06-18 00:00:00,1400 Block Canyon Blvd,Incident
16873,2013-06-18 00:00:00,3400 Block Stanford Ave,Trespassing
16874,2013-06-18 00:00:00,2800 Block E College Ave,Burglary
16875,2013-05-17 00:00:00,15th St & Lee Hill Dr,Vandalism
16876,2013-06-19 00:00:00,1000 Block 12th St,Burglary
16877,2018-06-09 00:00:00,1500 Block 48th St,Auto Theft
16878,2013-06-19 00:00:00,1900 Block Cascade Ave,Vandalism
16879,2013-06-15 00:00:00,15th St & Walnut St,Vandalism
16880,2013-06-16 00:00:00,1100 Block 12th St,Motorcycle Theft
16881,2013-10-25 00:00:00,1600 Block Arapahoe Ave,Indecent Exposure
16882,2013-10-27 00:00:00,1100 Block Monroe Dr,Theft From Vehicle
16883,2013-10-26 00:00:00,1500 Block Broadway,Trespassing
16884,2013-10-25 00:00:00,20th St & Arapahoe Ave,Vandalism
16885,2013-10-25 00:00:00,1000 Block Pennsylvania Ave,Trespassing
16886,2013-10-19 00:00:00,3000 Block Oneal Pkwy,Trespassing
16887,2017-08-09 00:00:00,2500 Block Arapahoe Ave,Trespassing
16888,2013-10-19 00:00:00,13th St & College Ave,Assault
16889,2013-10-19 00:00:00,1000 Block 14th St,Vandalism
16890,2013-10-19 00:00:00,5500 Block Independence Rd,Incident
16891,2013-10-19 00:00:00,3300 Block Moorhead Ave,Trespassing
16892,2013-10-20 00:00:00,800 Block 33rd St,Burglary
16893,2013-10-18 00:00:00,900 Block Grandview Ave,Vandalism
16894,2013-10-19 00:00:00,2000 Block Spruce St,Trespassing
16895,2013-10-18 00:00:00,1700 Block Canyon Blvd,Vandalism
16896,2013-10-18 00:00:00,1200 Block College Ave,Vandalism
16897,2013-10-21 00:00:00,1400 Block Spruce St,Trespassing
16898,2013-10-21 00:00:00,300 Block Arapahoe Ave,Incident
16899,2013-10-29 00:00:00,700 Block Pearl St,Auto Theft
16900,2013-10-30 00:00:00,4800 Block Thunderbird Cir,Vandalism
16901,2013-10-31 00:00:00,1700 Block Columbine Ave,Vandalism
16902,2013-10-31 00:00:00,200 Block Kiowa Pl,Burglary
16903,2013-10-31 00:00:00,300 Block 27th Way,Vandalism
16904,2013-11-01 00:00:00,1000 Block Pennsylvania Ave,Vandalism
16905,2013-11-01 00:00:00,11th St & Pennsylvania Ave,Vandalism
16906,2013-10-31 00:00:00,2400 Block Spruce St,Vandalism
16907,2013-10-31 00:00:00,2900 Block Shady Hollow W,Theft From Vehicle
16908,2013-10-31 00:00:00,5400 Block Valmont Rd,Burglary
16909,2013-10-31 00:00:00,2900 Block Shady Hollow W,Trespassing
16910,2013-11-01 00:00:00,800 Block 17th St,Vandalism
16911,2013-10-31 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
16912,2013-11-01 00:00:00,1100 Block 12th St,Vandalism
16913,2013-11-01 00:00:00,17th St & Arapahoe Ave,Vandalism
16914,2013-10-31 00:00:00,2900 Block Pearl St,Assault
16915,2013-10-24 00:00:00,900 Block Pleasant St,Burglary
16916,2013-10-24 00:00:00,25th St & Fremont Ave,Vandalism
16917,2013-10-28 00:00:00,2900 Block Baseline Rd,Incident
16918,2013-10-29 00:00:00,Pawnee Dr & Thunderbird Dr,Vandalism
16919,2013-10-29 00:00:00,11th St & Spruce St,Theft Of Car Parts
16920,2013-08-09 00:00:00,2900 Block Baseline Rd,Trespassing
16921,2013-08-18 00:00:00,27th St & Elm Ave,Vandalism
16922,2013-11-01 00:00:00,2500 Block Broadway,Burglary
16923,2013-08-10 00:00:00,1200 Block Canyon Blvd,Trespassing
16924,2013-10-25 00:00:00,2700 Block Valmont Rd,Trespassing
16925,2013-10-25 00:00:00,900 Block Pleasant St,Burglary
16926,2013-11-21 00:00:00,1700 Block Baseline Rd,Vandalism
16927,2013-11-15 00:00:00,1600 Block Arapahoe Ave,Theft From Vehicle
16928,2013-11-14 00:00:00,2100 Block Canyon Blvd,Theft From Vehicle
16929,2013-11-13 00:00:00,2800 Block 5th St,Theft From Vehicle
16930,2013-11-17 00:00:00,3300 Block 28th St,Trespassing
16931,2013-11-15 00:00:00,3200 Block Cripple Creek Trl,Vandalism
16932,2013-11-15 00:00:00,1000 Block 11th St,Vandalism
16933,2013-11-15 00:00:00,1100 Block Balsam Ave,Assault
16934,2013-11-21 00:00:00,10th St & Lee Hill Dr,Vandalism
16935,2013-10-26 00:00:00,13th St & Euclid Ave,Vandalism
16936,2013-10-27 00:00:00,9th St & Pleasant St,Theft From Vehicle
16937,2013-10-27 00:00:00,4300 Block Monroe Dr,Theft From Vehicle
16938,2013-10-25 00:00:00,4900 Block Meredith Way,Burglary
16939,2013-10-25 00:00:00,3200 Block N Oneal Cir,Vandalism
16940,2013-10-27 00:00:00,4200 Block Monroe Dr,Theft From Vehicle
16941,2013-10-25 00:00:00,4500 Block 19th St,Vandalism
